,question_id,bundle_id,correct_answer,part,tags,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag,tag_num,c_rate,id,num,c_num,tag_group
6128,6128,6128,1,5,48,48,-1,-1,-1,-1,-1,['48'],1,0.6699038554918908,6128,10297,6898,1
6129,6129,6129,1,5,72,72,-1,-1,-1,-1,-1,['72'],1,0.7135805763073639,6129,7496,5349,1
6130,6130,6130,3,5,64,64,-1,-1,-1,-1,-1,['64'],1,0.46429694872601446,6130,22253,10332,7
6131,6131,6131,3,5,173,173,-1,-1,-1,-1,-1,['173'],1,0.7653397844732791,6131,4547,3480,6
6132,6132,6132,0,5,64,64,-1,-1,-1,-1,-1,['64'],1,0.5849657064471879,6132,18225,10661,1
6133,6133,6133,0,5,125,125,-1,-1,-1,-1,-1,['125'],1,0.6505952380952381,6133,8400,5465,6
6134,6134,6134,2,5,173,173,-1,-1,-1,-1,-1,['173'],1,0.6220095693779905,6134,209,130,6
6135,6135,6135,2,5,125,125,-1,-1,-1,-1,-1,['125'],1,0.4931787875679557,6135,9749,4808,7
6136,6136,6136,3,5,48,48,-1,-1,-1,-1,-1,['48'],1,0.5871926815323042,6136,15741,9243,1
6137,6137,6137,0,5,173,173,-1,-1,-1,-1,-1,['173'],1,0.8448623237071861,6137,2978,2516,6
6138,6138,6138,0,5,147,147,-1,-1,-1,-1,-1,['147'],1,0.7478176527643065,6138,10310,7710,6
6139,6139,6139,0,5,173,173,-1,-1,-1,-1,-1,['173'],1,0.7530894710825506,6139,4046,3047,6
6140,6140,6140,1,5,72,72,-1,-1,-1,-1,-1,['72'],1,0.6881233000906618,6140,13236,9108,1
6141,6141,6141,1,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.8099615806805708,6141,7288,5903,14
6142,6142,6142,0,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.5121535181236674,6142,7035,3603,7
6143,6143,6143,0,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.39029985253154187,6143,30515,11910,7
6144,6144,6144,2,5,47,47,-1,-1,-1,-1,-1,['47'],1,0.7267002518891688,6144,794,577,19
6145,6145,6145,0,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.6608405680446157,6145,17393,11494,1
6146,6146,6146,3,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.8405921476078095,6146,9322,7836,14
6147,6147,6147,0,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.7885229449867713,6147,10961,8643,14
6148,6148,6148,1,5,123,123,-1,-1,-1,-1,-1,['123'],1,0.5161825726141079,6148,2410,1244,7
6149,6149,6149,2,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.7112981603609858,6149,11524,8197,6
6150,6150,6150,1,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.8309085510688836,6150,6736,5597,14
6151,6151,6151,3,5,44,44,-1,-1,-1,-1,-1,['44'],1,0.47985339799316157,6151,44747,21472,17
6152,6152,6152,3,5,44,44,-1,-1,-1,-1,-1,['44'],1,0.5552115314565229,6152,38434,21339,17
6153,6153,6153,2,5,44,44,-1,-1,-1,-1,-1,['44'],1,0.8316633266533067,6153,499,415,19
6154,6154,6154,3,5,44,44,-1,-1,-1,-1,-1,['44'],1,0.5385696324236373,6154,27042,14564,17
6155,6155,6155,3,5,44,44,-1,-1,-1,-1,-1,['44'],1,0.5498927518098132,6155,44756,24611,17
6156,6156,6156,3,5,177,177,-1,-1,-1,-1,-1,['177'],1,0.8449361977063479,6156,6191,5231,6
6157,6157,6157,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.4138965835641736,6157,4332,1793,17
6158,6158,6158,0,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.9146407347379795,6158,5553,5079,14
6159,6159,6159,1,5,79,79,-1,-1,-1,-1,-1,['79'],1,0.713401310997815,6159,2746,1959,1
6160,6160,6160,2,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.6608770633160878,6160,8118,5365,1
6161,6161,6161,0,5,66,66,-1,-1,-1,-1,-1,['66'],1,0.8140123185217774,6161,9092,7401,14
6162,6162,6162,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7277777777777777,6162,3420,2489,1
6163,6163,6163,2,5,96,96,-1,-1,-1,-1,-1,['96'],1,0.5811881188118811,6163,5050,2935,1
6164,6164,6164,3,5,48,48,-1,-1,-1,-1,-1,['48'],1,0.5586424172991551,6164,13966,7802,1
6165,6165,6165,1,5,173,173,-1,-1,-1,-1,-1,['173'],1,0.5168165168165169,6165,6006,3104,6
6166,6166,6166,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.9211576846307385,6166,1002,923,19
6167,6167,6167,2,5,175,175,-1,-1,-1,-1,-1,['175'],1,0.7134973966445641,6167,22471,16033,6
6168,6168,6168,1,5,79,79,-1,-1,-1,-1,-1,['79'],1,0.7579838399384379,6168,2599,1970,14
6169,6169,6169,3,5,55,55,-1,-1,-1,-1,-1,['55'],1,0.7590794678173319,6169,2781,2111,14
6170,6170,6170,0,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.5596903096903096,6170,4004,2241,1
6171,6171,6171,2,5,173,173,-1,-1,-1,-1,-1,['173'],1,0.4288665473075334,6171,7261,3114,7
6172,6172,6172,1,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.8523591042936383,6172,14603,12447,6
6173,6173,6173,2,5,151,151,-1,-1,-1,-1,-1,['151'],1,0.2954192354507041,6173,202106,59706,7
6174,6174,6174,0,5,60,60,-1,-1,-1,-1,-1,['60'],1,0.7658210203512684,6174,3587,2747,14
6175,6175,6175,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7534739251266961,6175,6117,4609,14
6176,6176,6176,1,5,79,79,-1,-1,-1,-1,-1,['79'],1,0.8232235701906413,6176,1154,950,14
6177,6177,6177,3,5,89,89,-1,-1,-1,-1,-1,['89'],1,0.8531297709923664,6177,3275,2794,14
6178,6178,6178,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7037037037037037,6178,1404,988,19
6179,6179,6179,1,5,1,1,-1,-1,-1,-1,-1,['1'],1,0.5822139091991158,6179,5881,3424,17
6180,6180,6180,0,5,128,128,-1,-1,-1,-1,-1,['128'],1,0.44549534624536885,6180,33199,14790,7
6181,6181,6181,2,5,173,173,-1,-1,-1,-1,-1,['173'],1,0.6397156819191471,6181,4502,2880,6
6182,6182,6182,3,5,96,96,-1,-1,-1,-1,-1,['96'],1,0.5986295681063123,6182,4816,2883,1
6183,6183,6183,3,5,181,181,-1,-1,-1,-1,-1,['181'],1,0.7481467310727438,6183,20909,15643,6
6184,6184,6184,3,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.3378576233627478,6184,25271,8538,7
6185,6185,6185,3,5,58,58,-1,-1,-1,-1,-1,['58'],1,0.5427762633675823,6185,57228,31062,1
6186,6186,6186,0,5,55,55,-1,-1,-1,-1,-1,['55'],1,0.37700826704102325,6186,12822,4834,7
6187,6187,6187,2,5,109,109,-1,-1,-1,-1,-1,['109'],1,0.78387039344846,6187,5617,4403,14
6188,6188,6188,0,5,96,96,-1,-1,-1,-1,-1,['96'],1,0.7043369071766638,6188,10353,7292,1
6189,6189,6189,3,5,96,96,-1,-1,-1,-1,-1,['96'],1,0.7751633986928105,6189,6885,5337,14
6190,6190,6190,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7655976676384839,6190,1715,1313,19
6191,6191,6191,1,5,33,33,-1,-1,-1,-1,-1,['33'],1,0.6334413432506075,6191,27158,17203,1
6192,6192,6192,2,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.6484056857472148,6192,13015,8439,1
6193,6193,6193,3,5,79,79,-1,-1,-1,-1,-1,['79'],1,0.5097574574853638,6193,7174,3657,7
6194,6194,6194,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7873599661805115,6194,4731,3725,14
6195,6195,6195,0,5,96,96,-1,-1,-1,-1,-1,['96'],1,0.5062283030426792,6195,4897,2479,7
6196,6196,6196,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.3545411542100284,6196,4228,1499,17
6197,6197,6197,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.5808792146820316,6197,2343,1361,17
6198,6198,6198,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6535545023696683,6198,2110,1379,19
6199,6199,6199,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.22309823140848073,6199,14079,3141,17
6200,6200,6200,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8310291858678955,6200,1302,1082,19
6201,6201,6201,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.9040723981900453,6201,1105,999,19
6202,6202,6202,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.4690566037735849,6202,2650,1243,17
6203,6203,6203,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6155526430755789,6203,2289,1409,17
6204,6204,6204,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.5894039735099338,6204,151,89,17
6205,6205,6205,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7065663474692202,6205,1462,1033,19
6206,6206,6206,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.4588753251951171,6206,4997,2293,17
6207,6207,6207,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7896213183730715,6207,1426,1126,19
6208,6208,6208,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6919978517722879,6208,3724,2577,19
6209,6209,6209,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.5472103004291845,6209,2330,1275,17
6210,6210,6210,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6853932584269663,6210,178,122,19
6211,6211,6211,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8360396932792061,6211,4434,3707,19
6212,6212,6212,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7495192307692308,6212,2080,1559,19
6213,6213,6213,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.694526191877575,6213,1699,1180,19
6214,6214,6214,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6929824561403509,6214,1824,1264,19
6215,6215,6215,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7713062098501071,6215,2335,1801,19
6216,6216,6216,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8466165413533835,6216,1330,1126,19
6217,6217,6217,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.9285714285714286,6217,952,884,19
6218,6218,6218,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8146067415730337,6218,1246,1015,19
6219,6219,6219,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7166560306317805,6219,1567,1123,19
6220,6220,6220,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7956298200514139,6220,2334,1857,19
6221,6221,6221,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.9743589743589743,6221,936,912,19
6222,6222,6222,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.9471847370870172,6222,4298,4071,19
6223,6223,6223,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7346938775510204,6223,49,36,19
6224,6224,6224,0,5,4,4,-1,-1,-1,-1,-1,['4'],1,0.722036279492583,6224,24201,17474,19
6225,6225,6225,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8003442340791739,6225,1162,930,19
6226,6226,6226,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.29866989117291415,6226,4962,1482,17
6227,6227,6227,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.4539781591263651,6227,1923,873,17
6228,6228,6228,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7461224489795918,6228,1225,914,19
6229,6229,6229,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.836272040302267,6229,1588,1328,19
6230,6230,6230,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.5461071231363888,6230,3622,1978,17
6231,6231,6231,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7458639705882353,6231,2176,1623,19
6232,6232,6232,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6958065231861549,6232,4507,3136,19
6233,6233,6233,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8172920065252854,6233,1226,1002,19
6234,6234,6234,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7,6234,50,35,19
6235,6235,6235,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8034303768900926,6235,4431,3560,19
6236,6236,6236,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8,6236,20,16,19
6237,6237,6237,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6784086199751347,6237,2413,1637,19
6238,6238,6238,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6191646191646192,6238,1628,1008,17
6239,6239,6239,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6216216216216216,6239,148,92,17
6240,6240,6240,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6013374485596708,6240,1944,1169,17
6241,6241,6241,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7510835913312693,6241,1615,1213,19
6242,6242,6242,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.37925925925925924,6242,5400,2048,17
6243,6243,6243,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.5260532150776053,6243,1804,949,17
6244,6244,6244,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.6938877755511023,6244,1996,1385,19
6245,6245,6245,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.5576699029126213,6245,2575,1436,17
6246,6246,6246,2,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.5292955326460481,6246,23280,12322,6
6247,6247,6247,2,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.6256020622752866,6247,14741,9222,6
6248,6248,6248,0,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.6148253516674569,6248,12654,7780,6
6249,6249,6249,2,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.6637468716481945,6249,16782,11139,6
6250,6250,6250,1,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.7858695652173913,6250,15640,12291,6
6251,6251,6251,3,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.6910651920838184,6251,13744,9498,6
6252,6252,6252,0,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.5402530370743375,6252,15887,8583,6
6253,6253,6253,1,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.6858192231075697,6253,16064,11017,6
6254,6254,6254,3,5,159,159,-1,-1,-1,-1,-1,['159'],1,0.5407251990531525,6254,18588,10051,6
6255,6255,6255,0,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.4802624051260536,6255,26219,12592,7
6256,6256,6256,2,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.2830159515271423,6256,32348,9155,7
6257,6257,6257,1,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.7177906976744186,6257,17200,12346,6
6258,6258,6258,0,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.6470560007677911,6258,20839,13484,6
6259,6259,6259,2,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.3798831481269332,6259,26187,9948,7
6260,6260,6260,3,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.6841444098530777,6260,18309,12526,6
6261,6261,6261,1,5,26,26,-1,-1,-1,-1,-1,['26'],1,0.5052812133249075,6261,22154,11194,17
6262,6262,6262,0,5,123,123,-1,-1,-1,-1,-1,['123'],1,0.7416160031378701,6262,20396,15126,6
6263,6263,6263,2,5,175,175,-1,-1,-1,-1,-1,['175'],1,0.6072765671498512,6263,31251,18978,6
6264,6264,6264,3,5,26,26,-1,-1,-1,-1,-1,['26'],1,0.3166022017256769,6264,33610,10641,17
6265,6265,6265,2,5,175,175,-1,-1,-1,-1,-1,['175'],1,0.6045199893288616,6265,26239,15862,6
6266,6266,6266,0,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.5142739551764134,6266,26727,13745,7
6267,6267,6267,1,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.6584249084249084,6267,4368,2876,1
6268,6268,6268,0,5,26,26,-1,-1,-1,-1,-1,['26'],1,0.45353263716690534,6268,28633,12986,17
6269,6269,6269,0,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8217105263157894,6269,1520,1249,19
6270,6270,6270,3,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7301255230125523,6270,1434,1047,19
6271,6271,6271,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.5038880248833593,6271,2572,1296,17
6272,6272,6272,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.7815699658703071,6272,1465,1145,19
6273,6273,6273,1,5,123,123,-1,-1,-1,-1,-1,['123'],1,0.8808928868898884,6273,6003,5288,14
6274,6274,6274,1,5,89,89,-1,-1,-1,-1,-1,['89'],1,0.6973190348525469,6274,3730,2601,1
6275,6275,6275,1,5,91,91,-1,-1,-1,-1,-1,['91'],1,0.5995792426367461,6275,4278,2565,1
6276,6276,6276,1,5,91,91,-1,-1,-1,-1,-1,['91'],1,0.7301204819277108,6276,5810,4242,14
6277,6277,6277,2,5,89,89,-1,-1,-1,-1,-1,['89'],1,0.5336248178221945,6277,4803,2563,1
6278,6278,6278,1,5,91,91,-1,-1,-1,-1,-1,['91'],1,0.6229091679017573,6278,4723,2942,1
6279,6279,6279,3,5,80,80,-1,-1,-1,-1,-1,['80'],1,0.5356700463366518,6279,21797,11676,1
6280,6280,6280,1,5,80,80,-1,-1,-1,-1,-1,['80'],1,0.7122040072859745,6280,23607,16813,1
6281,6281,6281,1,5,80,80,-1,-1,-1,-1,-1,['80'],1,0.6510330398395955,6281,22942,14936,1
6282,6282,6282,0,5,89,89,-1,-1,-1,-1,-1,['89'],1,0.7653900709219859,6282,3525,2698,14
6283,6283,6283,0,5,80,80,-1,-1,-1,-1,-1,['80'],1,0.5419748014242673,6283,29208,15830,1
6284,6284,6284,1,5,91,91,-1,-1,-1,-1,-1,['91'],1,0.7546552076938817,6284,4887,3688,14
6285,6285,6285,1,5,14,14,-1,-1,-1,-1,-1,['14'],1,0.7753858651502843,6285,2462,1909,19
6286,6286,6286,1,5,80,80,-1,-1,-1,-1,-1,['80'],1,0.5460647257492198,6286,23391,12773,1
6287,6287,6287,2,5,89,89,-1,-1,-1,-1,-1,['89'],1,0.49550502379693284,6287,5673,2811,7
6288,6288,6288,3,5,91,91,-1,-1,-1,-1,-1,['91'],1,0.5149309166542861,6288,6731,3466,7
6289,6289,6289,1,5,91,91,-1,-1,-1,-1,-1,['91'],1,0.7142857142857143,6289,189,135,1
6290,6290,6290,0,5,91,91,-1,-1,-1,-1,-1,['91'],1,0.7120909816440543,6290,5012,3569,1
6291,6291,6291,2,5,80,80,-1,-1,-1,-1,-1,['80'],1,0.6070973692300935,6291,22769,13823,1
6292,6292,6292,1,5,156,156,-1,-1,-1,-1,-1,['156'],1,0.5906743236898183,6292,27687,16354,6
6293,6293,6293,3,5,91,91,-1,-1,-1,-1,-1,['91'],1,0.2543154761904762,6293,20160,5127,7
6294,6294,6294,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7001996007984032,6294,7515,5262,1
6295,6295,6295,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.5326939843068875,6295,3441,1833,1
6296,6296,6296,0,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.40014252627828256,6296,5613,2246,7
6297,6297,6297,0,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7061295106277805,6297,4046,2857,1
6298,6298,6298,0,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.8633940470901822,6298,4502,3887,14
6299,6299,6299,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7660959729925247,6299,4147,3177,14
6300,6300,6300,1,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.6999588138385503,6300,4856,3399,1
6301,6301,6301,1,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.6324675324675325,6301,3850,2435,1
6302,6302,6302,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.683652762119504,6302,4435,3032,1
6303,6303,6303,1,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.5934887813462385,6303,4546,2698,1
6304,6304,6304,0,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.629786176031825,6304,4022,2533,1
6305,6305,6305,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7280210157618213,6305,5710,4157,1
6306,6306,6306,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7892903787548977,6306,4594,3626,14
6307,6307,6307,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.612206922218087,6307,5374,3290,1
6308,6308,6308,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7738189495909211,6308,3789,2932,14
6309,6309,6309,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.8569270608545533,6309,4634,3971,14
6310,6310,6310,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.41005410279531107,6310,17744,7276,7
6311,6311,6311,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.6846017127161093,6311,6189,4237,1
6312,6312,6312,1,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.4709888313810951,6312,7342,3458,7
6313,6313,6313,2,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7476203807390818,6313,7144,5341,14
6314,6314,6314,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.8091419406575782,6314,3741,3027,14
6315,6315,6315,0,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.613263296126067,6315,4569,2802,1
6316,6316,6316,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.7866123003737683,6316,5886,4630,14
6317,6317,6317,1,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.4756799163179916,6317,3824,1819,7
6318,6318,6318,0,5,124,124,-1,-1,-1,-1,-1,['124'],1,0.5889883100014432,6318,69290,40811,6
6319,6319,6319,1,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.7396990326048012,6319,5582,4129,1
6320,6320,6320,0,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.6354011333134506,6320,6706,4261,1
6321,6321,6321,3,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.8114620201470187,6321,7346,5961,14
6322,6322,6322,3,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.7163077849721428,6322,6641,4757,1
6323,6323,6323,2,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.6670753455193936,6323,8972,5985,1
6324,6324,6324,1,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.7417373141663595,6324,8139,6037,1
6325,6325,6325,3,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.6882032049096488,6325,5866,4037,1
6326,6326,6326,1,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.48107094133697137,6326,5864,2821,17
6327,6327,6327,3,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.6030380427476811,6327,7439,4486,1
6328,6328,6328,0,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.8976677772489291,6328,4202,3772,14
6329,6329,6329,1,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.7843061955965182,6329,7812,6127,14
6330,6330,6330,1,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.7944814462416746,6330,6306,5010,14
6331,6331,6331,0,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.5518497220624881,6331,5217,2879,1
6332,6332,6332,0,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.7588266291937467,6332,5693,4320,14
6333,6333,6333,2,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.5415384615384615,6333,4875,2640,1
6334,6334,6334,2,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.4103141538115077,6334,8881,3644,7
6335,6335,6335,0,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.843894250944188,6335,4766,4022,14
6336,6336,6336,0,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.777745995423341,6336,6992,5438,14
6337,6337,6337,1,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.8755673222390318,6337,5288,4630,14
6338,6338,6338,0,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.6774778039499909,6338,5519,3739,1
6339,6339,6339,0,5,152,152,-1,-1,-1,-1,-1,['152'],1,0.7235961323912236,6339,10756,7783,6
6340,6340,6340,1,5,60,60,-1,-1,-1,-1,-1,['60'],1,0.6142857142857143,6340,7000,4300,1
6341,6341,6341,3,5,60,60,-1,-1,-1,-1,-1,['60'],1,0.5277886497064579,6341,10220,5394,1
6342,6342,6342,2,5,60,60,-1,-1,-1,-1,-1,['60'],1,0.5214695752009185,6342,8710,4542,1
6343,6343,6343,0,5,60,60,-1,-1,-1,-1,-1,['60'],1,0.661682892906815,6343,5752,3806,1
6344,6344,6344,0,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.834001743679163,6344,5735,4783,14
6345,6345,6345,2,5,133,133,-1,-1,-1,-1,-1,['133'],1,0.6468365468462358,6345,10321,6676,6
6346,6346,6346,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.8450628846668451,6346,3737,3158,14
6347,6347,6347,3,5,1,1,-1,-1,-1,-1,-1,['1'],1,0.8269553285561824,6347,6559,5424,19
6348,6348,6348,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8235294117647058,6348,51,42,19
6349,6349,6349,1,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.7168498168498169,6349,5460,3914,1
6350,6350,6350,2,5,79,79,-1,-1,-1,-1,-1,['79'],1,0.8843537414965986,6350,882,780,14
6351,6351,6351,3,5,45,45,-1,-1,-1,-1,-1,['45'],1,0.728616924476797,6351,13188,9609,19
6352,6352,6352,2,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.9285714285714286,6352,1022,949,19
6353,6353,6353,2,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.6041499115328937,6353,6217,3756,1
6354,6354,6354,0,5,89,89,-1,-1,-1,-1,-1,['89'],1,0.6899182561307902,6354,3670,2532,1
6355,6355,6355,3,5,60,60,-1,-1,-1,-1,-1,['60'],1,0.8397435897435898,6355,156,131,14
6356,6356,6356,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.5802205620775525,6356,5622,3262,1
6357,6357,6357,1,5,8,8,-1,-1,-1,-1,-1,['8'],1,0.8587677725118483,6357,1055,906,19
6358,6358,6358,3,5,53,53,-1,-1,-1,-1,-1,['53'],1,0.7845394736842105,6358,4256,3339,14
6359,6359,6359,0,5,116,116,-1,-1,-1,-1,-1,['116'],1,0.6533169533169533,6359,12210,7977,1
6360,6360,6360,2,5,79,79,-1,-1,-1,-1,-1,['79'],1,0.6765105997052488,6360,17642,11935,1
6361,6361,6361,2,5,152,152,-1,-1,-1,-1,-1,['152'],1,0.7114831477247585,6361,13559,9647,6
6362,6362,6362,1,5,14,14,-1,-1,-1,-1,-1,['14'],1,0.7654693631150015,6362,3313,2536,19
6363,6363,6363,3,5,55,55,-1,-1,-1,-1,-1,['55'],1,0.814239960581424,6363,4059,3305,14
6364,6364,6364,3,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.6465899025686448,6364,4516,2920,1
6365,6365,6365,1,5,96,96,-1,-1,-1,-1,-1,['96'],1,0.7983911513323279,6365,3978,3176,14
6366,6366,6366,0,5,73,73,-1,-1,-1,-1,-1,['73'],1,0.6900417674214113,6366,4549,3139,1
6367,6367,6367,0,5,109,109,-1,-1,-1,-1,-1,['109'],1,0.5165978994748687,6367,10664,5509,7
6368,6368,6368,2,5,134,134,-1,-1,-1,-1,-1,['134'],1,0.7387727116900925,6368,17502,12930,6
